Corpus,Tweet Text,Stance,Foundation,cleaned_tweet
EVM,"who fearful of #Markadwadi
#EVMScam 
#EVM_मशीन 
#Election2024 
#PaperBallot",1,,
EVM,"Brilliant Saurabh. Really an eye opener

It’s just like the one about you showing how #EVMRigging takes place in Delhi Assembly 

You & 
@AamAadmiParty
 did a great follow up too. Kudos 

Hope you remember",0,,
EVM,"#IllegalModiGovt(hving won 2014GE by Massive EVM Fraud) hs Screwed hard
earned Indian Democracy
NakedDance of #EVMrigging Going On Unhindered by #ModiShahRSSmafia in Collusion with #Concubine_ECI
@INCIndia
 
@IYC
 
@nsui
 
@RanaAyyub
 
@BBCWorld
 
",1,,
EVM,"How someone can justify #EVMrigging when vote share increases and seat loses?
@ARanganathan72
 
@Iyervval
 
@BroadWit
 
@amitmalviya",1,,
EVM,If BJP manages to do #EVMRigging #INC will get all the benefit. But we already know that.,0,,
EVM,"I don't seem to have seen or heard any outrage regarding #EVMrigging whole of yday on Twitter or TV. Did anyone of you see or hear? 
#JustAsking 
#GorakhpurBypolls 
#PhulpurByPoll",-1,,
EVM,"#EVMHacking: Election Commission rubbishes charges of EVM hacking in 2014 polls; will take legal action

#EVMRigging #2014LokSabhaElections #ElectionCommission ",0,,
EVM,"Dear EC, if you are really sincere & want to dispell all the fears of EVM rigging pls use scientifically correct & robust method as the one suggested by Prof Biswas. Use of non scientific methods like one EVM/constituency can not at all be justified. .
@jalajboy
 #EVMRigging",1,,
EVM,"#sampitroda Lets just say for EVM issue ""Hua so Hua""
#EVMHacking #EVMRigging",1,,
EVM,"#EVMRigging was highlighted by 
@ArvindKejriwal
 longtime back in Punjab 2017 elections",0,,
EVM,"#ElectionCommission is searching for an air conditioner that can stabilise the temperature with in an #EVM! Now when #EVM gets heated up, votes can disburse on its own! SELECTIVELY! #EVMFailBahana #EVMRigging",1,,
EVM,The integrity of democracy relies on free and fair elections. Opposing the ban on EVMs is crucial to ensure transparency and efficiency in the voting process. #SupportEVMs #DefendDemocracy,-1,,
EVM,"Opposing the EVM ban is about protecting the integrity of elections. We need to modernize our systems, not regress into outdated methods. #SaveEVM #TechnologyInDemocracy",-1,,
EVM,Banning EVMs won't solve any electoral issues. Let's focus on making the system more transparent rather than abandoning it. #EVMsForDemocracy #ReformNotBan,-1,,
EVM,EVMs have played a vital role in making elections more accessible and efficient. Banning them would only slow progress in strengthening our democracy. #DefendEVM #DemocraticReform,-1,,
EVM,"Instead of banning EVMs, let's ensure better education about their functioning and improve accountability. The future of democracy lies in transparency, not ignorance. #SupportEVM #ProgressNotRegress",-1,,
EVM,"EVMs have been tested and proven in elections for years. A ban would only create confusion and undermine voter trust. Let's work on improving, not scrapping, the system. #EVMvsBan #IndianElection",-1,,
Brain Drain,"When opportunities knock louder abroad than at home, brain drain becomes inevitable. Let's build opportunities locally. #Brain Drain",1,fairness,
Brain Drain,"Brain drain isn't just about money; it's about dreams, growth, and recognition. Invest in people, and they'll invest back. #TalentDevelopment",1,care,
Brain Drain,Lack of research funding at home fuels the brain drain. Imagine what could be achieved if our brightest stayed to innovate locally. #InvestInInnovation,1,fairness,
Brain Drain,"Why do they leave? High taxes, corruption, or simply better prospects elsewhere. The cure starts with systemic reform. #Brain Drain",1,authority,
Brain Drain,Education without opportunity leads to brain drain. We need bridges between education and careers. #Retention,1,care,
Brain Drain,Unequal access to global opportunities often pushes talent abroad. Fixing the gap starts with local empowerment. #Brain Drain,1,fairness,
Brain Drain,Why does brain drain persist? A lack of incentives for innovation at home. It's time to rethink the system. #TalentMatters,1,fairness,
Brain Drain,Corruption and instability are the silent drivers of brain drain. Stable governance can reverse the trend. #ReformNow,1,authority,
Brain Drain,"Migration isn't a choice; it's a necessity when local options are limited. Build, empower, and inspire talent at home. #Opportunity",1,care,
Brain Drain,"Economic stagnation follows intellectual flight. Retain minds, and economies will thrive. #Brain DrainImpact",1,loyalty,
Brain Drain,"Brain drain weakens a nation's ability to innovate, leaving it dependent on others. Reverse the tide for self-sufficiency. #Brain Drain",1,loyalty,
Brain Drain,"Local challenges demand local solutions. But brain drain steals problem-solvers, leaving gaps unfilled. #GlobalTalent",1,care,
Brain Drain,Healthcare systems lose skilled workers to better opportunities abroad. Strengthen infrastructure to reverse the flow. #Brain Drain,1,care,
Brain Drain,Cultural richness suffers when intellectual diversity leaves. Preserve talent to sustain vibrant societies. #Brain DrainImpact,1,loyalty,
Brain Drain,Talented professionals leave when governments fail to create fair and transparent systems. Reform is key! #Brain Drain,1,authority,
Brain Drain,Skills developed at home should be rewarded locally. Fair pay and fair treatment can curb brain drain. #OpportunityMatters,1,fairness,
Brain Drain,Young innovators seek recognition abroad when they’re overlooked at home. Celebrate local achievements. #Brain Drain,1,care,
Brain Drain,Brain drain isn’t a personal failure; it’s a systemic one. Policies must prioritize talent retention. #ReformNow,1,authority,
Brain Drain,"When the best minds leave, who’s left to solve local challenges? Brain drain isn’t just migration; it’s a lost future. #Brain Drain",1,loyalty,
Brain Drain,"Brain drain turns potential powerhouses into spectators in the global economy. Retain talent, build a stronger future. #GlobalTalent",1,loyalty,
UCC,"Why should religion dictate our lives? #UniformCivilCode is about equality for all, not bias for some.",1,fairness,
UCC,"One law, one nation. Stop pandering to communities for votes! Time for #UCC.",1,loyalty,
UCC,The UCC isn’t against your faith; it’s against double standards. Justice for all. #EqualityForIndia,1,care,
UCC,The same law for everyone—no discrimination based on religion. How’s that oppressive? #UniformCivilCode,1,fairness,
UCC,"If gender equality matters, then the #UCC is the only way forward. Quit pretending otherwise.",1,care,
UCC,"Hijab or not, UCC will ensure justice for women across communities. Stop misleading people!",1,fairness,
UCC,"For years, minorities were used as vote banks. The UCC ends that exploitation. #Justice",1,loyalty,
UCC,"If men and women have equal rights under the Constitution, why should religion interfere? #UniformCivilCode",1,authority,
UCC,How is equality under one law a bad thing? Is it because your privilege is under threat? #UCCNow,1,authority,
UCC,UCC ensures that no one’s rights are crushed. Opposing it is just selfishness disguised as virtue. #Equality,1,care,
UCC,Women deserve freedom from oppressive personal laws. The #UniformCivilCode is overdue!,1,care,
UCC,"Keep religion in your home, not in governance. #UCC strengthens India’s secularism.",1,authority,
UCC,Why fear a law that treats everyone equally? Is it because your privilege is under threat? #UCCNow,1,fairness,
UCC,No more excuses for polygamy or unjust divorces. Time to implement the #UniformCivilCode.,1,fairness,
UCC,"India deserves equality, not divisive laws. The UCC is for every Indian. #OneNationOneLaw",1,loyalty,
UCC,No place for patriarchy in modern India. The #UniformCivilCode protects women across religions.,1,care,
UCC,Opposing the UCC only reveals your hypocrisy. Is equality such a bad thing? #EqualityForAll,1,fairness,
UCC,Quit hiding behind religion to justify oppression. The UCC is a shield for justice. #UCC,1,care,
UCC,UCC is not anti-minority; it’s anti-inequality. Stop spreading lies. #OneLawOneNation,1,loyalty,
UCC,Implementing the #UCC will make India stronger and fairer. What’s there to oppose?,1,loyalty,
UCC,"The #UCC debate is complicated. Rights matter, but so do traditions. Can we find a balance?",0,fairness,
UCC,Uniform Civil Code: Is it about equality or political agendas? Think before you decide. #UCC,0,authority,
UCC,"UCC sounds good, but how will it affect diverse communities? Genuine concerns need addressing.",0,care,
UCC,One law for all sounds great in theory. But can we implement it without hurting cultural harmony? #UCC,0,loyalty,
UCC,Is the #UniformCivilCode a step toward equality or just another political stunt? Let’s have real conversations.,0,authority,
UCC,Balancing secularism and personal beliefs is tough. Can the UCC achieve that? #IndiaDebates,0,fairness,
UCC,"Uniformity is ideal, but inclusivity matters too. Can UCC truly unite India? #UCC",0,care,
UCC,Should personal beliefs override equality under the law? #UCC is a dilemma worth pondering.,0,fairness,
UCC,What happens to centuries-old practices if #UCC is implemented? Respect history but adapt for the future.,0,loyalty,
UCC,Both sides of the UCC debate raise valid points. How do we move forward without division? #UCC,0,care,
UCC,"UCC may ensure equality, but at what cost? Genuine concerns deserve discussion. #UniformCivilCode",0,fairness,
UCC,Will the #UCC harm India’s diversity? Or will it strengthen unity? The jury is still out.,0,loyalty,
UCC,"Instead of blaming communities, can we use the UCC debate to build bridges? #UnityInDiversity",0,loyalty,
UCC,Change is never easy. Will the #UCC bring progress or more division? Only time will tell.,0,authority,
UCC,"UCC should unite, not alienate communities. Let’s ensure the process is inclusive. #OneNationOneLaw",0,care,
UCC,"Equality sounds great, but can the UCC respect cultural nuances too? #UCCDebate",0,fairness,
UCC,UCC is not black or white. It’s a gray area where inclusivity and equality must coexist. #IndiaDebates,0,loyalty,
UCC,India’s diversity is its strength. Can the UCC uphold this while ensuring equality? #UCC,0,care,
UCC,Let’s focus on solutions that bridge gaps rather than creating new ones. #UCCDebate,0,fairness,
UCC,"UCC might be the future, but are we ready for it now? Let’s tread carefully. #UniformCivilCode",0,authority,
UCC,How dare they impose a law that destroys our traditions? Keep your hands off my culture! #StopUCC,-1,loyalty,
UCC,Uniform Civil Code is just another excuse to target minorities. Don’t fall for it. #NoToUCC,-1,care,
UCC,UCC is not about equality; it’s about erasing diversity. Stand up for your identity. #StopUCC,-1,loyalty,
UCC,"First hijab, now personal laws? Stop dictating how we live. #UniformCivilCode",-1,authority,
UCC,"If UCC is about equality, why are minorities always the first target? #NoToUCC",-1,care,
UCC,The UCC debate isn’t about justice; it’s about control. Stay woke. #StopUCC,-1,authority,
UCC,UCC is another step towards majoritarian dominance. Protect India’s diversity. #NoToUCC,-1,loyalty,
UCC,"My culture, my laws. Stop shoving one-size-fits-all solutions down our throats. #UniformCivilCode",-1,authority,
UCC,Hijab protests were just the start. UCC is the next step in erasing minority rights. #NoUCC,-1,care,
UCC,Why force one law when India thrives on diversity? #UniformCivilCode is a betrayal.,-1,loyalty,
UCC,Stop using equality as a weapon to impose your beliefs. UCC is nothing but a sham. #NoToUCC,-1,authority,
UCC,UCC threatens cultural practices that have existed for centuries. Respect our history! #StopUCC,-1,loyalty,
UCC,Hijab protests showed us what’s next: a forced uniformity that crushes diversity. #NoToUCC,-1,care,
UCC,UCC will do more harm than good. Respect individual freedoms. #NoUniformCivilCode,-1,care,
UCC,They don’t care about equality; they care about control. Reject UCC! #NoToUCC,-1,authority,
UCC,Our Constitution celebrates diversity. The UCC tramples over it. #StopUCC,-1,loyalty,
UCC,Who are they to decide what’s right for my community? UCC is a direct attack. #NoToUCC,-1,authority,
UCC,UCC is just a political agenda disguised as reform. Don’t be fooled. #StopUCC,-1,authority,
UCC,"Uniformity in law sounds good, but not when it erases my culture. #NoToUCC",-1,loyalty,
UCC,Hijab protests were only the beginning. UCC is a clear threat to minority identities. #StopUCC,-1,care,
Anti Conversion Laws,Religious conversions disrupt cultural unity. Anti Conversion Laws will safeguard our heritage. #PreserveCulture,1,loyalty,
Anti Conversion Laws,Forced conversions are a form of exploitation. It's about time we protect vulnerable communities. #FairLaws,1,care,
Anti Conversion Laws,Our ancestors' beliefs need respect. Anti Conversion Laws are crucial to maintain tradition. #TraditionMatters,1,fairness,
Anti Conversion Laws,Conversions for marriage are deceitful. Anti Conversion Laws are necessary to prevent such frauds. #JusticeFirst,1,fairness,
Anti Conversion Laws,Religion isn't a marketplace. Anti Conversion Laws ensure no one is misled or coerced. #RightToReligion,1,authority,
Anti Conversion Laws,Protecting our identity starts with protecting our faith. Anti Conversion Laws are the need of the hour. #NationalPride,1,loyalty,
Anti Conversion Laws,People exploiting faith for personal gain must be stopped. These laws are about fairness. #ProtectAll,1,fairness,
Anti Conversion Laws,We can’t allow our cultural fabric to be torn apart. Anti Conversion Laws keep communities intact. #CulturalUnity,1,loyalty,
Anti Conversion Laws,Religious freedom is not a license to manipulate. Anti Conversion Laws keep this in check. #StayTrue,1,authority,
Anti Conversion Laws,Faith is sacred. Anti Conversion Laws help us honor and protect what is divine. #RespectReligion,1,fairness,
Anti Conversion Laws,Conversions by force or deceit exploit the vulnerable. These laws ensure justice. #FairTreatment,1,care,
Anti Conversion Laws,Anti Conversion Laws bring accountability to religious activities. Let’s embrace this change. #FairFaith,1,authority,
Anti Conversion Laws,Our country’s diversity is its strength. Anti Conversion Laws ensure it’s not exploited. #UnitedInDiversity,1,loyalty,
Anti Conversion Laws,Faith conversions under duress are unethical. Anti Conversion Laws promote morality. #MoralLaws,1,fairness,
Anti Conversion Laws,Freedom of religion doesn’t mean freedom to exploit. Anti Conversion Laws set boundaries. #ProtectDiversity,1,authority,
Anti Conversion Laws,Respect every religion but stop manipulative conversions. Anti Conversion Laws balance it. #TrueEquality,1,care,
Anti Conversion Laws,These laws prevent deceptive tactics in religion. Protect people from being misled. #JusticeMatters,1,fairness,
Anti Conversion Laws,Cultural preservation is critical. Anti Conversion Laws protect our roots. #TraditionFirst,1,fairness,
Anti Conversion Laws,Anti Conversion Laws safeguard the integrity of our communities from external influences. #KeepFaith,1,loyalty,
Anti Conversion Laws,Let’s put a stop to religious exploitation. Anti Conversion Laws are a must. #FaithProtection,1,care,
Anti Conversion Laws,"Anti Conversion Laws should respect individual choices, but enforcement must be fair. #BalancedApproach",0,fairness,
Anti Conversion Laws,Religion is deeply personal. Let’s ensure laws don’t infringe on personal freedoms. #FreedomOfFaith,0,care,
Anti Conversion Laws,The implementation of anti-conversion laws needs careful monitoring to avoid misuse. #FairEnforcement,0,authority,
Anti Conversion Laws,These laws are complex. Are they solving the issue or creating new divides? #ThinkBeforeAct,0,loyalty,
Anti Conversion Laws,Conversions happen for many reasons. Anti Conversion Laws must not oversimplify the problem. #ConsiderContext,0,care,
Anti Conversion Laws,"Faith is a choice. Laws should protect people, not dictate beliefs. #LiveAndLetLive",0,fairness,
Anti Conversion Laws,"Education, not legislation, is the key to address religious conversions. #ThinkSmart",0,care,
Anti Conversion Laws,Laws shouldn’t restrict genuine love and interfaith marriages. Balance is essential. #OpenMinds,0,fairness,
Anti Conversion Laws,Can anti-conversion laws truly be enforced without biases? Something to ponder. #EqualJustice,0,authority,
Anti Conversion Laws,Religion evolves. Are we holding on to traditions at the cost of individual freedom? #RethinkFaith,0,fairness,
Anti Conversion Laws,"Laws should prevent coercion, but let’s not dictate personal beliefs. #FreedomMatters",0,care,
Anti Conversion Laws,India’s strength is its diversity. Let’s ensure laws don’t disrupt this balance. #UnityInDiversity,0,loyalty,
Anti Conversion Laws,Are we using laws to protect faith or control it? Intent matters. #ClarityNeeded,0,authority,
Anti Conversion Laws,Religious conversions are not inherently bad. Laws should target exploitation only. #StayFair,0,fairness,
Anti Conversion Laws,Anti Conversion Laws will be misused to target minorities. Stop this madness. #ProtectFreedom,-1,care,
Anti Conversion Laws,"These laws are nothing but a political tool to oppress. Religion is personal, not a battleground. #StopTheControl",-1,fairness,
Animal Sacrifices,"Banning cow slaughter protects our cultural heritage. It's not just an animal, it's sacred. #RespectTraditions",1,fairness,
Animal Sacrifices,Animal sacrifice during festivals is barbaric. Let's embrace non-violence. #Ahimsa,1,care,
Animal Sacrifices,Cow slaughter bans ensure respect for Hindu sentiments. Let's honor our roots. #CulturalRespect,1,loyalty,
Animal Sacrifices,Preserving traditions like cow protection strengthens our moral values. #TraditionMatters,1,fairness,
Animal Sacrifices,Sacrificing animals is outdated. Let's promote compassion and empathy instead. #Progress,1,care,
Animal Sacrifices,The RSS is right to push for cow protection laws. It aligns with Indian values. #CowProtection,1,authority,
Animal Sacrifices,Ban on animal sacrifice fosters unity and harmony among communities. #Peace,1,loyalty,
Animal Sacrifices,Cow protection laws reflect our commitment to dharma and non-violence. #IndianValues,1,fairness,
Animal Sacrifices,Why should we kill animals for religion? Ban sacrifices and evolve. #CompassionFirst,1,care,
Animal Sacrifices,RSS-backed cow slaughter bans are necessary to protect India's identity. #StandWithRSS,1,loyalty,
Animal Sacrifices,Religious beliefs should evolve with time. Banning animal sacrifice is a step forward. #ModernIndia,1,authority,
Animal Sacrifices,Cow protection laws safeguard the environment and promote sustainable practices. #EcoFriendly,1,care,
Animal Sacrifices,RSS efforts to ban animal sacrifices are about preserving morality and ethics. #SupportRSS,1,fairness,
Animal Sacrifices,Non-violence is the essence of India. Let's ban animal sacrifice for a better tomorrow. #GandhianPrinciples,1,care,
Animal Sacrifices,Protecting cows is about more than religion; it's about respect for life. #SaveCows,1,fairness,
Animal Sacrifices,Cow slaughter bans reflect the values of a civilized society. Let's uphold them. #HumanityFirst,1,care,
Animal Sacrifices,RSS initiatives to ban cow slaughter are commendable. It preserves our culture. #IndianRoots,1,loyalty,
Animal Sacrifices,Animal sacrifice has no place in modern India. Time to embrace change. #Compassion,1,authority,
Animal Sacrifices,Banning sacrifices shows our commitment to a more humane society. #Kindness,1,care,
Animal Sacrifices,Protecting cows is integral to Hindu culture. Let's respect and uphold it. #CulturalPride,1,loyalty,
Animal Sacrifices,Bans on animal sacrifice should consider the sentiments of all communities. #BalanceNeeded,0,fairness,
Animal Sacrifices,Animal sacrifice is part of some traditions. Should we respect or challenge it? #OpenDebate,0,care,
Animal Sacrifices,The RSS's push for bans should not alienate minorities. Dialogue is key. #Unity,0,loyalty,
Animal Sacrifices,Can we find a middle ground between tradition and modern values? #ThinkForward,0,authority,
Animal Sacrifices,Cow slaughter bans are divisive. Let's find inclusive solutions. #Together,0,care,
Animal Sacrifices,"Animal sacrifice bans should focus on cruelty, not religious practices. #StayFair",0,fairness,
Animal Sacrifices,Tradition or cruelty? The line isn't always clear. #Debate,0,authority,
Animal Sacrifices,RSS initiatives often polarize. Can we approach cow protection differently? #Harmony,0,loyalty,
Animal Sacrifices,Respect for all religions is key. Let's ensure bans aren't biased. #SecularIndia,0,authority,
Animal Sacrifices,Animal sacrifice laws must protect animals without targeting communities. #FairLaws,0,fairness,
Animal Sacrifices,Laws against animal sacrifice should aim for universal ethics. #Compassion,0,care,
Animal Sacrifices,Religious practices evolve. Should animal sacrifices too? #ModernDebate,0,authority,
Animal Sacrifices,"RSS pushes bans, but is it about cows or control? Think critically. #QuestionMotives",0,loyalty,
Animal Sacrifices,Banning animal sacrifice is just another ploy to target minorities. #StopBias,-1,care,
Animal Sacrifices,Cow slaughter bans are a tool for RSS to push its agenda. Reject this interference. #Freedom,-1,fairness,
Animal Sacrifices,Animal sacrifice is integral to some traditions. Who are we to ban it? #RespectDiversity,-1,authority,
Animal Sacrifices,Why does the RSS interfere in personal religious practices? Stop this nonsense. #MindYourBusiness,-1,loyalty,
Animal Sacrifices,Animal sacrifices during festivals are sacred for some. Bans are an insult to faith. #ReligiousFreedom,-1,fairness,
Animal Sacrifices,Cow protection laws are divisive and only serve to fuel hate. Stop the madness. #Peace,-1,care,
Animal Sacrifices,RSS-backed bans on animal sacrifice are politically motivated. Say no to this. #Justice,-1,fairness,
Animal Sacrifices,"Who decides what's sacred? Bans on animal sacrifice show arrogance, not morality. #ThinkAgain",-1,authority,
Animal Sacrifices,Religious harmony suffers when one group's beliefs are imposed. Stop cow slaughter bans. #Unity,-1,loyalty,
Animal Sacrifices,RSS uses cow protection to target minorities. This is not justice. #StopDiscrimination,-1,care,
Animal Sacrifices,Bans on animal sacrifice ignore the diversity of Indian traditions. It's wrong. #RespectAll,-1,fairness,
Animal Sacrifices,Cow slaughter bans create unnecessary tensions. Focus on real issues instead. #Priorities,-1,authority,
Animal Sacrifices,Religious practices are personal. Why should RSS dictate terms? #FreedomToChoose,-1,loyalty,
Animal Sacrifices,Stop using cows as a political tool. Let people practice their faith. #SecularIndia,-1,authority,
Animal Sacrifices,India's unity lies in diversity. Bans on animal sacrifices harm this fabric. #TogetherWeStand,-1,loyalty,
LGBTQ,Love is love. Everyone deserves to marry who they love. #LGBTQRights,1,care,
LGBTQ,"I don't have an issue with LGBTQ rights, but marriage is a sacred bond defined by religion.",0,authority,
LGBTQ,LGBTQ is against our culture and traditions. It's a Western agenda!,-1,purity,
LGBTQ,Why does it matter who someone loves? Let them live their life.,1,authority,
LGBTQ,"We should respect everyone's choices, even if we don't agree with them.",0,fairness,
LGBTQ,This is a disgrace to Indian culture and religion. Stop promoting LGBTQ!,-1,purity,
LGBTQ,The Constitution grants equality. LGBTQ people deserve the same rights as anyone else.,1,fairness,
LGBTQ,"I am okay with LGBTQ people, but marriage is a different ballgame.",0,authority,
LGBTQ,Homosexuality is haram. There is no place for it in Islam.,-1,purity,
LGBTQ,"Love transcends gender. It's about the soul, not the body.",1,care,
LGBTQ,"I don't care what they do in private, just don't shove it in my face.",0,authority,
LGBTQ,This is unnatural and goes against our religious texts.,-1,purity,
LGBTQ,Acceptance of LGBTQ is the true mark of a progressive society.,1,care,
LGBTQ,We need to maintain the sanctity of traditional marriage.,0,authority,
LGBTQ,Ban LGBTQ parades. They are ruining our youth.,-1,purity,
LGBTQ,Imagine living in a society where love is policed. Shameful.,1,authority,
LGBTQ,We need more discussion to understand the impact of these issues.,0,fairness,
LGBTQ,LGBTQ is a threat to family values and morality.,-1,purity,
LGBTQ,Supporting LGBTQ rights is not about religion; it's about humanity.,1,care,
LGBTQ,Not sure if India is ready for such changes yet.,0,authority,
LGBTQ,This is against God. LGBTQ should not be normalized.,-1,purity,
LGBTQ,Denying rights to LGBTQ is denying basic human dignity.,1,fairness,
LGBTQ,"Marriage is a personal choice, but it's also a religious matter.",0,authority,
LGBTQ,Keep LGBTQ propaganda out of schools and media.,-1,purity,
LGBTQ,"Equality means equality for all, including LGBTQ.",1,fairness,
LGBTQ,"The court's decision is fine, but it should go no further.",0,authority,
LGBTQ,This is against dharma and the teachings of our scriptures.,-1,purity,
LGBTQ,An inclusive society is a better society for everyone.,1,care,
LGBTQ,"Let them live as they wish, but don't ask for too much.",0,authority,
LGBTQ,This is moral decay disguised as progress.,-1,purity,
LGBTQ,How does someone's marriage affect your life? Mind your business.,1,authority,
LGBTQ,I am neutral about LGBTQ as long as they don't disrupt society.,0,authority,
LGBTQ,Stop imposing this nonsense on our kids. Enough is enough.,-1,purity,
LGBTQ,"True humanity lies in accepting differences, not condemning them.",1,care,
LGBTQ,India has bigger issues to solve than this.,0,fairness,
LGBTQ,This is a sin and should not be encouraged.,-1,purity,
LGBTQ,"Every human deserves respect, regardless of their orientation.",1,care,
LGBTQ,Let's move forward with caution and understanding.,0,authority,
LGBTQ,This is a corrupt Western ideology invading India.,-1,purity,
LGBTQ,Love is universal. Stop discriminating based on gender.,1,care,
LGBTQ,"Religion is important, but so is individual freedom.",0,fairness,
LGBTQ,This goes against the natural order and God's will.,-1,purity,
LGBTQ,Fighting for LGBTQ rights is fighting for justice.,1,fairness,
LGBTQ,We can't rush into decisions that affect traditional values.,0,authority,
LGBTQ,LGBTQ ideology is destroying Indian culture and traditions.,-1,purity,
LGBTQ,Freedom to love is a fundamental right.,1,authority,
LGBTQ,Why can't we have a balanced view that respects everyone?,0,fairness,
LGBTQ,This is sickening and should not be allowed in our society.,-1,purity,
LGBTQ,Inclusivity and diversity make us stronger as a nation.,1,care,
LGBTQ,Respect is a two-way street. Don't impose LGBTQ on us.,0,fairness,
LGBTQ,This is unnatural and a threat to our moral fabric.,-1,purity,
LGBTQ,"Empathy and compassion should guide us, not hate.",1,care,
LGBTQ,India is not ready for this level of societal change.,0,authority,
LGBTQ,The Supreme Court should have banned this outright.,-1,authority,
LGBTQ,Being LGBTQ is not a choice; it's who they are.,1,care,
LGBTQ,"As long as laws don't harm others, let people live their truth.",0,authority,
LGBTQ,This will lead to the breakdown of family and society.,-1,purity,
LGBTQ,Hate has no place in modern India.,1,care,
LGBTQ,"Marriage is a cultural and religious institution, not a right.",0,authority,
LGBTQ,This is the start of a moral collapse in our society.,-1,purity,
LGBTQ,LGBTQ individuals enrich our cultural tapestry with their diversity.,1,care,
LGBTQ,We should tread carefully when redefining marriage.,0,authority,
LGBTQ,Promoting LGBTQ rights is eroding our traditional values.,-1,purity,
LGBTQ,Justice delayed is justice denied for LGBTQ rights.,1,fairness,
LGBTQ,Society needs time to adjust to these changes.,0,authority,
LGBTQ,LGBTQ representation in media is corrupting young minds.,-1,purity,
LGBTQ,"Every person has the right to live with dignity, LGBTQ included.",1,care,
LGBTQ,We should balance modern values with cultural traditions.,0,fairness,
LGBTQ,This is an abomination and should be punished.,-1,purity,
LGBTQ,Inclusivity in workplaces benefits everyone.,1,fairness,
LGBTQ,Let us find a middle ground that respects all beliefs.,0,fairness,
LGBTQ,LGBTQ visibility is ruining our culture.,-1,purity,
LGBTQ,Love and acceptance can heal societal divides.,1,care,
LGBTQ,The government should consider all viewpoints before making a decision.,0,authority,
LGBTQ,Legalizing LGBTQ marriage will be the end of family structures.,-1,purity,
LGBTQ,Our society thrives on diversity; LGBTQ rights are part of this progress.,1,care,
LGBTQ,"While respecting LGBTQ, we must not abandon our cultural ethos.",0,authority,
LGBTQ,This trend is disrespectful to traditional Indian families.,-1,purity,
LGBTQ,Rights should be universal; LGBTQ inclusion is long overdue.,1,fairness,
LGBTQ,Traditional values and modern rights must coexist peacefully.,0,fairness,
LGBTQ,"Such behavior should be condemned, not celebrated.",-1,purity,
LGBTQ,We can't claim to be free while denying basic rights to LGBTQ.,1,authority,
LGBTQ,Tolerance is key; let's maintain balance without conflict.,0,fairness,
LGBTQ,LGBTQ advocacy is harmful to our moral and cultural values.,-1,purity,
LGBTQ,Supporting LGBTQ rights strengthens our democracy.,1,care,
LGBTQ,Change takes time; rushing into it won't help anyone.,0,authority,
LGBTQ,This lifestyle is not suitable for our Indian traditions.,-1,purity,
LGBTQ,Love knows no boundaries. Support equality for all.,1,care,
LGBTQ,Religion and rights should be considered separately in this debate.,0,fairness,
LGBTQ,LGBTQ propaganda is destroying the moral fiber of our society.,-1,purity,
LGBTQ,Empathy towards LGBTQ is the hallmark of a humane society.,1,care,
LGBTQ,Let's be neutral but open-minded as a society.,0,authority,
LGBTQ,This is an unnatural trend that shouldn't be glorified.,-1,purity,
CAA,The CAA prioritizes those who have suffered systemic oppression in neighboring countries.,1,care,
CAA,People opposing this law are ignoring the plight of persecuted minorities like Hindus and Sikhs.,1,loyalty,
CAA,"If not us, who will stand up for minorities from Pakistan, Bangladesh, and Afghanistan?",1,care,
CAA,"The CAA doesn't harm any Indian citizen, so why the outrage?",1,authority,
CAA,Our country has a duty to protect those who share our cultural heritage.,1,loyalty,
CAA,"India's borders should offer safety to those fleeing persecution, and this law does just that.",1,care,
CAA,Criticism of CAA often comes from a place of misinformation and political agendas.,1,authority,
CAA,A law like CAA is vital in ensuring justice for those who are left stateless elsewhere.,1,fairness,
CAA,"The act is about correcting historical wrongs, not targeting any community.",1,loyalty,
CAA,Secularism doesn't mean ignoring the persecution of specific communities.,1,fairness,
CAA,Those opposing the CAA should spend a day with families who have fled Pakistan.,1,care,
CAA,"India is a beacon of hope for oppressed minorities, and the CAA strengthens this.",1,purity,
CAA,"This law is a humanitarian step forward, and critics should acknowledge that.",1,care,
CAA,"The CAA is a much-needed law to protect vulnerable communities, not divide us.",1,loyalty,
CAA,It's disheartening to see people politicize such an important humanitarian issue.,1,authority,
CAA,The act upholds India's legacy as a refuge for the persecuted.,1,purity,
CAA,Those opposing the CAA forget how minorities in these countries live in constant fear.,1,care,
CAA,Can we stop dividing this nation further and appreciate the good in the CAA?,1,loyalty,
CAA,Critics of the CAA don't understand the historical context of India's role in the region.,1,authority,
CAA,"Protecting minorities fleeing persecution is a moral obligation, not politics.",1,care,
CAA,"This law is about survival for thousands of refugees, not exclusion.",1,fairness,
CAA,Opposition to CAA only highlights how divided our understanding of morality has become.,1,purity,
CAA,Why shouldn't India help communities that are culturally closer to us?,1,loyalty,
CAA,"Persecuted communities deserve a lifeline, and that's what the CAA offers.",1,care,
CAA,India is leading by example by implementing the CAA—other nations should follow.,1,authority,
CAA,This law is about embracing diversity while protecting those most vulnerable.,1,care,
CAA,The CAA sends a strong message: India stands against religious persecution.,1,purity,
CAA,Those against this law are forgetting the plight of refugees who live in limbo.,1,care,
CAA,The CAA is about compassion and responsibility—it doesn't discriminate against Indians.,1,fairness,
CAA,This law ensures India doesn't turn its back on the persecuted.,1,care,
